hhid,province,Weight_Chickens,num_Chickens,own_all_Chickens,own_off_holding_Chickens,births_Chickens,bought_Chickens,purchase_price_Chickens,received_Chickens,deaths_Chickens,sold_Chickens,sale_ppkg_Chickens,stolen_Chickens,gift_Chickens,slghtr_Chickens,meat_stock_Chickens,meat_stock_purpose_Chickens,collected_eggs_Chickens,months_eggs_collected_Chickens,days_month_eggs_collect_Chickens,daily_avg_egg_prod_Chickens,egg_price_Chickens,vax_Chickens,cur_trt_Chickens,trt_int_parasite_Chickens,trt_ext_parasite_Chickens,purchase_spending_Chickens,breeding_Chickens,breeding_cost_Chickens,bought_received_Chickens,growth_Chickens,loss_Chickens,net_growth_Chickens,num_start_Chickens,growth_pct_Chickens,loss_pct_Chickens,net_growth_pct_Chickens,peak_num_Chickens,mortality_rt_Chickens,sale_rate_Chickens,vax_pct_Chickens,num_vax_Chickens,trt_vax_spending_Chickens,cur_trt_spending_Chickens,eggs_total_prod_Chickens,eggs_prod_annualized_Chickens,eggs_kept_pct_Chickens,eggs_sold_pct_Chickens,eggs_lost_pct_Chickens,eggs_kept_Chickens,eggs_lost_Chickens,eggs_sold_Chickens,egg_price_prov_med_Chickens,egg_price_obs_Chickens,egg_price_impt_Chickens,egg_price_natl_med_Chickens,eggs_value_lost_Chickens,eggs_value_cultiv_Chickens,eggs_value_consump_Chickens,eggs_revenue_Chickens,ppkg_prov_med_Chickens,sale_ppkg_obs_Chickens,sale_ppkg_impt_Chickens,ppkg_natl_med_Chickens,sale_price_Chickens,sale_revenue_Chickens,slghtr_ppkg_Chickens,slghtr_unit_value_Chickens,slghtr_value_Chickens,prod_value_Chickens,Weight_Ducks,num_Ducks,own_all_Ducks,own_off_holding_Ducks,births_Ducks,bought_Ducks,purchase_price_Ducks,received_Ducks,deaths_Ducks,sold_Ducks,sale_ppkg_Ducks,stolen_Ducks,gift_Ducks,slghtr_Ducks,meat_stock_Ducks,meat_stock_purpose_Ducks,collected_eggs_Ducks,months_eggs_collected_Ducks,days_month_eggs_collect_Ducks,daily_avg_egg_prod_Ducks,egg_price_Ducks,vax_Ducks,cur_trt_Ducks,trt_int_parasite_Ducks,trt_ext_parasite_Ducks,purchase_spending_Ducks,breeding_Ducks,breeding_cost_Ducks,bought_received_Ducks,growth_Ducks,loss_Ducks,net_growth_Ducks,num_start_Ducks,growth_pct_Ducks,loss_pct_Ducks,net_growth_pct_Ducks,peak_num_Ducks,mortality_rt_Ducks,sale_rate_Ducks,vax_pct_Ducks,num_vax_Ducks,trt_vax_spending_Ducks,cur_trt_spending_Ducks,eggs_total_prod_Ducks,eggs_prod_annualized_Ducks,eggs_kept_pct_Ducks,eggs_sold_pct_Ducks,eggs_lost_pct_Ducks,eggs_kept_Ducks,eggs_lost_Ducks,eggs_sold_Ducks,egg_price_prov_med_Ducks,egg_price_obs_Ducks,egg_price_impt_Ducks,egg_price_natl_med_Ducks,eggs_value_lost_Ducks,eggs_value_cultiv_Ducks,eggs_value_consump_Ducks,eggs_revenue_Ducks,ppkg_prov_med_Ducks,sale_ppkg_obs_Ducks,sale_ppkg_impt_Ducks,ppkg_natl_med_Ducks,sale_price_Ducks,sale_revenue_Ducks,slghtr_ppkg_Ducks,slghtr_unit_value_Ducks,slghtr_value_Ducks,prod_value_Ducks,raised_Chickens,raised_Ducks,zone
id_042788,21,89.43646046541529,15,1,0,5,0,,0,7,0,,0,0,3,0,,0,,,,,0,,,,,,,0,5,10,-5,20,.25,.5,-.25,25,.28,0,,,,,,,,,,,,,500,,,600,,,,,17000,,17000,16000,,,17000,25500,76500,76500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_042791,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_042818,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_042822,21,157.464692317741,10,1,1,0,0,,0,0,0,,0,0,0,0,,0,,,,,0,,,,,,,0,0,0,0,10,0,0,0,10,0,0,,,,,,,,,,,,,500,,,600,,,,,17000,,17000,16000,,,17000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_042829,7,114.607909945694,50,1,0,20,0,,0,0,0,,0,0,5,0,,0,,,,,0,,,,,,,0,20,5,15,35,.5714286,.14285715,.42857143,55,0,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,25500,127500,127500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_042834,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Tonle Sap
id_042876,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_042877,1,311.011067222531,50,1,0,15,0,,0,5,10,15000,0,0,10,0,,0,,,,,0,,,,,,,0,15,25,-10,60,.25,.41666666,-.16666667,75,.06666667,.13333334,,,,,,,,,,,,,,,,600,,,,,13000,15000,,16000,34500,345000,15000,15000,150000,495000,311.011067222531,60,1,0,20,0,,0,7,13,10000,0,0,5,0,,0,,,,,0,,,,,,,0,20,25,-5,65,.30769232,.38461539,-.07692308,85,.082352944,.15294118,,,,,,,,,,,,,500,,,500,,,,,10000,10000,,12000,15000,195000,10000,20000,100000,295000,1,1,Tonle Sap
id_042892,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_042901,1,264.088996283388,10,1,0,10,0,,0,2,0,,0,0,5,0,,0,,,,,0,,,,,,,0,10,7,3,7,1.4285715,1,.42857143,17,.11764706,0,,,,,,,,,,,,,,,,600,,,,,13000,,13000,16000,,,13000,15600,78000,78000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_042912,2,45.321575994963,10,1,0,0,0,,0,0,20,15000,0,0,15,0,,1,12,10,2,,0,,,,,,,0,0,35,-35,45,0,.77777779,-.77777779,45,0,.44444445,,,,,240,730.5,1,0,0,240,0,0,800,,600,600,,192000,192000,,14000,15000,,16000,34500,690000,15000,22500,337500,1219500,45.321575994963,20,1,0,5,0,,0,0,15,12000,0,0,10,0,,1,12,10,2,,0,,,,,,,0,5,25,-20,40,.125,.625,-.5,45,0,.33333334,,,,,240,730.5,1,0,0,240,0,0,500,,500,500,,120000,120000,,12000,12000,,12000,18000,270000,12000,36000,360000,750000,1,1,Tonle Sap
id_042914,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_042928,7,186.325084506559,10,1,0,30,0,,3,0,24,20000,0,0,6,0,,0,,,,,0,,,,,,,3,33,30,3,7,4.7142859,4.2857141,.42857143,40,0,.60000002,,,,,,,,,,,,,,,,600,,,,,17000,20000,,16000,46000,1104000,20000,28000,168000,1272000,186.325084506559,6,1,0,10,0,,0,0,0,,0,3,2,0,,0,,,,,0,,,,,,,0,10,5,5,1,10,5,5,11,0,0,,,,,,,,,,,,,500,,,500,,,,,10000,,10000,12000,,,10000,18000,36000,36000,1,1,Coastal
id_042940,14,225.229941901338,10,1,0,5,0,,0,0,0,,0,0,4,0,,0,,,,,0,,,,,,,0,5,4,1,9,.55555558,.44444445,.11111111,14,0,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,24000,96000,96000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_042957,3,90.2611167502281,4,1,0,0,0,,0,0,0,,0,0,0,0,,0,,,,,0,,,,,,,0,0,0,0,4,0,0,0,4,0,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_042958,17,92.1816658385529,5,1,0,0,0,,0,20,0,,0,0,10,0,,0,,,,,0,,,,,,,0,0,30,-30,35,0,.85714287,-.85714287,35,.5714286,0,,,,,,,,,,,,,,,,600,,,,,13000,,13000,16000,,,13000,13000,130000,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_042968,17,130.590693271284,13,1,0,31,0,,0,20,0,,0,0,20,0,,0,,,,,0,,,,,,,0,31,40,-9,22,1.4090909,1.8181819,-.40909091,53,.3773585,0,,,,,,,,,,,,,,,,600,,,,,13000,,13000,16000,,,13000,15600,312000,312000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_042973,4,147.668393899354,6,1,0,0,0,,0,0,15,15000,0,0,10,0,,0,,,,,0,,,,,,,0,0,25,-25,31,0,.80645162,-.80645162,31,0,.48387095,,,,,,,,,,,,,,,,600,,,,,15000,15000,,16000,34500,517500,15000,22500,225000,742500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_042978,4,88.29343341031149,12,1,0,8,0,,0,14,3,15000,0,0,5,0,,0,,,,,0,,,,,,,0,8,22,-14,26,.30769232,.84615386,-.53846157,34,.41176471,.088235296,,,,,,,,,,,,,,,,600,,,,,15000,15000,,16000,34500,103500,15000,22500,112500,216000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_042982,21,139.550111394983,7,1,0,0,0,,0,0,0,,0,0,3,0,,0,,,,,0,,,,,,,0,0,3,-3,10,0,.30000001,-.30000001,10,0,0,,,,,,,,,,,,,500,,,600,,,,,17000,,17000,16000,,,17000,27200,81600,81600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_043002,14,155.031165353165,24,1,0,14,0,,0,0,0,,0,0,3,0,,0,,,,,0,,,,,,,0,14,3,11,13,1.0769231,.23076923,.84615386,27,0,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,19200,57600,57600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_043004,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_043013,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_043024,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_043027,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Tonle Sap
id_043032,2,91.27469936292761,55,1,0,25,0,,0,20,0,,0,0,15,0,,0,,,,,0,,,,,,,0,25,35,-10,65,.38461539,.53846157,-.15384616,90,.22222222,0,,,,,,,,,,,,,800,,,600,,,,,14000,,14000,16000,,,14000,21000,315000,315000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_043033,3,141.49859904673,20,1,0,16,0,,0,0,0,,0,0,5,0,,0,,,,,0,,,,,,,0,16,5,11,9,1.7777778,.55555558,1.2222222,25,0,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,23800,119000,119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_043062,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_043065,14,73.00968656715,20,1,0,10,0,,0,5,0,,0,0,0,0,,0,,,,,0,,,,,,,0,10,5,5,15,.66666669,.33333334,.33333334,25,.2,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_043094,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_043116,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_043132,9,28.1168008430522,20,1,0,20,0,,0,8,0,,0,0,4,0,,0,,,,,0,,,,,,,0,20,12,8,12,1.6666666,1,.66666669,32,.25,0,,,,,,,,,,,,,,,,600,,,,,20000,,20000,16000,,,20000,32000,128000,128000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_043137,21,213.001419865872,20,1,0,33,0,,0,45,25,16000,0,0,25,0,,1,5,15,3,,0,,,,,,,0,33,95,-62,82,.40243903,1.1585366,-.75609756,115,.39130434,.2173913,,,,,225,1095.75,1,0,0,225,0,0,500,,600,600,,112500,112500,,17000,16000,,16000,36800,920000,16000,19200,480000,1512500,213.001419865872,4,1,0,50,0,,0,35,20,11000,0,0,5,0,,1,4,15,2,,0,,,,,,,0,50,60,-10,14,3.5714285,4.2857141,-.71428573,64,.546875,.3125,,,,,120,730.5,1,0,0,120,0,0,500,,500,500,,60000,60000,,10000,11000,,12000,16500,330000,11000,25300,126500,516500,1,1,Plain
id_043147,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_043175,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_043183,25,120.780551646797,20,1,0,10,0,,0,5,0,,0,0,10,0,,0,,,,,0,,,,,,,0,10,15,-5,25,.40000001,.60000002,-.2,35,.14285715,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,25500,255000,255000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_043188,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Mountain
id_043200,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_043202,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Mountain
id_043205,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_043206,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_043210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_043212,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coastal
id_043220,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_043229,20,114.828583187502,45,1,0,18,0,,3,8,0,,0,4,10,0,,0,,,,,0,,,,,,,3,21,22,-1,46,.45652175,.47826087,-.021739131,67,.11940298,0,,,,,,,,,,,,,,,,600,,,,,16000,,16000,16000,,,16000,32000,320000,320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_043242,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Mountain
id_043245,6,185.758041115549,5,1,0,36,0,,0,16,12,13000,0,0,8,0,,0,,,,,0,,,,,,,0,36,36,0,5,7.1999998,7.1999998,0,41,.39024389,.29268292,,,,,,,,,,,,,,,,600,,,,,14000,13000,,16000,29900,358800,13000,13000,104000,462800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_043252,14,207.184504395042,15,1,0,15,0,,0,7,0,,0,6,6,0,,0,,,,,0,,,,,,,0,15,19,-4,19,.78947371,1,-.21052632,34,.20588236,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,24000,144000,144000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_043255,21,70.8466746814823,5,1,0,8,0,,0,8,0,,0,0,0,0,,0,,,,,0,,,,,,,0,8,8,0,5,1.6,1.6,0,13,.61538464,0,,,,,,,,,,,,,500,,,600,,,,,17000,,17000,16000,,,17000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_043276,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_043280,22,160.923303650777,30,1,0,200,0,,0,15,0,,0,0,15,0,,0,,,,,0,,,,,,,0,200,30,170,1,200,30,170,201,.074626863,0,,,,,,,,,,,,,,,,600,,,,,14000,,14000,16000,,,14000,14000,210000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_043282,14,53.9015413525762,8,1,0,7,0,,0,0,0,,0,0,0,0,,0,,,,,0,,,,,,,0,7,0,7,1,7,0,7,8,0,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,,,0,53.9015413525762,8,1,0,0,0,,0,0,0,,0,0,0,0,,0,,,,,0,,,,,,,0,0,0,0,8,0,0,0,8,0,0,,,,,,,,,,,,,500,,,500,,,,,13000,,13000,12000,,,13000,,,0,1,1,Plain
id_043290,4,250.615753711532,18,1,0,12,0,,0,2,5,15000,0,0,4,0,,0,,,,,0,,,,,,,0,12,11,1,17,.70588237,.64705884,.05882353,29,.068965517,.1724138,,,,,,,,,,,,,,,,600,,,,,15000,15000,,16000,34500,172500,15000,19500,78000,250500,250.615753711532,17,1,0,12,0,,0,0,0,,0,0,3,0,,0,,,,,0,,,,,,,0,12,3,9,8,1.5,.375,1.125,20,0,0,,,,,,,,,,,,,500,,,500,,,,,10000,,10000,12000,,,10000,15000,45000,45000,1,1,Tonle Sap
id_043299,10,207.394389629557,55,1,0,50,0,,0,35,0,,0,0,15,0,,0,,,,,0,,,,,,,0,50,50,0,55,.90909094,.90909094,0,105,.33333334,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,25500,382500,382500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Mountain
id_043318,14,44.4305388152643,7,1,0,50,0,,0,30,0,,0,0,5,0,,0,,,,,0,,,,,,,0,50,35,15,1,50,35,15,51,.58823532,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,20800,104000,104000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_043320,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_043336,10,276.891075663914,30,1,0,55,0,,0,0,0,,0,0,25,0,,0,,,,,0,,,,,,,0,55,25,30,1,55,25,30,56,0,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,17000,425000,425000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Mountain
id_043346,14,62.7147111672252,10,1,0,0,10,10000,0,1,0,,0,0,1,0,,0,,,,,0,,,,100000,,,10,10,2,8,2,5,1,4,12,.083333336,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,20800,20800,20800,62.7147111672252,3,1,0,0,3,15000,0,0,0,,0,0,0,0,,0,,,,,0,,,,45000,,,3,3,0,3,1,3,0,3,4,0,0,,,,,,,,,,,,,500,,,500,,,,,13000,,13000,12000,,,13000,,,0,1,1,Plain
id_043349,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Mountain
id_043354,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_043360,6,157.562624160509,6,1,0,65,0,,0,40,0,,0,3,22,0,,0,,,,,0,,,,,,,0,65,65,0,6,10.833333,10.833333,0,71,.5633803,0,,,,,,,,,,,,,,,,600,,,,,14000,,14000,16000,,,14000,14000,308000,308000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_043372,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_043410,23,47.6425586129986,20,1,0,30,0,,0,50,10,19000,0,0,50,0,,0,,,,,0,,,,,,,0,30,110,-80,100,.30000001,1.1,-.80000001,130,.38461539,.07692308,,,,,,,,,,,,,,,,600,,,,,18000,19000,,16000,43700,437000,19000,28500,1425000,1862000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_043421,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coastal
